"","Plot","TagID","Transplant","Year_t","Height_t","Width_t","Perp_t","NS_t","Goodbuds_t","TotFlowerbuds_t","ABFlowerbuds_t","Antcount_t","Antsp_t","X1","Recruit","Newplant","Survival_t1","Height_t1","Width_t1","Perp_t1","NS_t1","Goodbuds_t1","TotFlowerbuds_t1","ABFlowerbuds_t1","Antcount_t1","Antsp_t1","NP_adult","NP_juv","CV","WVL","Damage","MA","comments","logsize_t","logsize_t1","ant_t","ant_t1","flower1_YN","occ_t","occ_t1"
"5564","4","24",0,2016,37,25,24,8,0,0,0,5,"liom",2017,0,0,1,30,33,23,0,"0",NA,"0",8,"liom",0,0,"",NA,"","0","",8.66808738380699,8.72542963807396,"liom","liom",NA,"occ","occ"
"5565","4","25",0,2016,91,75,48,7,0,0,0,4,"liom",2017,0,0,1,92,70,48,6,"0",NA,"0",8,"liom",0,0,"",NA,"","0","",11.4087570922032,11.3366867009219,"liom","liom",NA,"occ","occ"
"5566","4","27",0,2016,63,42,42,13,0,0,0,20,"liom",2017,0,0,1,68,53,44,2,"0",NA,"0",6,"liom",1,0,"",NA,"","0","",10.2782971990197,10.6424585371244,"liom","liom",NA,"occ","occ"
"5567","4","31",0,2016,46,46,38,0,0,0,0,0,"vacant",2017,0,0,1,48,49,33,2,"1",NA,"0",7,"liom",0,0,"",NA,"","0","",9.96380386911723,9.95816838037791,"vacant","liom",NA,"vac","occ"
"5568","4","32",0,2016,30,35,19,12,0,0,0,4,"liom",2017,0,0,1,28,41,24,0,"0",NA,"0",5,"liom",0,0,"",NA,"","0","geometrid larvae",8.65269434973221,8.95450792490799,"liom","liom",NA,"occ","occ"
"5569","4","35",0,2016,104,115,98,33,42,50,8,31,"liom",2017,0,0,1,112,120,114,30,"67",NA,"0",53,"liom",0,0,"",NA,"","0","small black beetles",12.6405041055017,12.902669976952,"liom","liom",NA,"occ","occ"
"5570","4","38",0,2016,64,94,57,23,5,5,0,6,"liom",2017,0,0,1,71,96,60,9,"9",NA,"0",16,"liom",0,0,"",NA,"","1","",11.466971631931,11.6359207664819,"liom","liom",NA,"occ","occ"
"5571","4","39",0,2016,110,53,72,4,6,6,0,20,"liom",2017,0,0,1,126,83,73,6,"7",NA,"0",24,"liom",0,0,"",NA,"","0","",11.6306367153385,12.2095227963921,"liom","liom",NA,"occ","occ"
"5572","4","40",0,2016,50,47,42,14,0,0,0,3,"liom",2017,0,0,1,54,54,48,1,"0",NA,"0",4,"liom",0,0,"",NA,"","0","",10.1628246198339,10.5124585480743,"liom","liom",NA,"occ","occ"
"5573","4","41",0,2016,82,64,58,15,1,1,0,6,"liom",2017,0,0,1,78,75,59,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",11.2882902116723,11.4259173015329,"liom","vacant",NA,"occ","vac"
"5574","4","43",0,2016,39,34,18,0,0,0,0,0,"vacant",2017,0,0,1,48,38,28,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",8.83957795823401,9.52403936990225,"vacant","vacant",NA,"vac","vac"
"5575","4","45",0,2016,52,86,65,5,0,0,0,7,"liom",2017,0,0,1,62,83,60,1,"2",NA,"2",5,"liom",0,0,"",NA,"","0","",11.2593322671528,11.3263525205064,"liom","liom",NA,"occ","occ"
"5576","4","46",0,2016,28,36,26,7,0,0,0,4,"liom",2017,0,0,1,39,38,36,4,"0",NA,"0",5,"liom",0,0,"",NA,"","0","",8.8600021552069,9.5452207074795,"liom","liom",NA,"occ","occ"
"5577","4","47",0,2016,83,83,67,29,11,13,2,32,"liom",2017,0,0,1,81,90,83,19,"0",NA,"0",36,"liom",0,0,"",NA,"","0","",11.7136400709306,11.9745612186095,"liom","liom",NA,"occ","occ"
"5578","4","48",0,2016,100,61,41,5,5,8,3,12,"liom",2017,0,0,1,100,54,39,7,"2",NA,"0",14,"liom",0,0,"",NA,"","0","",11.1286446874981,10.9438980472361,"liom","liom",NA,"occ","occ"
"5579","4","49",0,2016,26,19,12,2,0,0,0,1,"liom",2017,0,0,1,29,25,12,1,"0",NA,"0",2,"liom",0,0,"",NA,"","0","",7.39959982193328,7.86266053021643,"liom","liom",NA,"occ","occ"
"5580","4","51",0,2016,58,56,52,16,0,0,0,10,"liom",2017,0,0,1,65,61,49,15,"0",NA,"0",18,"liom",0,0,"",NA,"","0","",10.6982343397364,10.848876876422,"liom","liom",NA,"occ","occ"
"5581","4","53",0,2016,82,77,63,17,20,33,13,9,"liom",2017,0,0,1,81,73,57,15,"1",NA,"3",16,"liom",0,0,"",NA,"","0","",11.5635329674244,11.4030469305251,"liom","liom",NA,"occ","occ"
"5582","4","54",0,2016,72,52,34,7,0,0,0,10,"liom",2017,0,0,1,78,61,32,12,"0",NA,"0",9,"liom",0,0,"",NA,"","0","",10.4588895864646,10.6954366879376,"liom","liom",NA,"occ","occ"
"5583","4","56",0,2016,108,68,45,14,0,0,0,0,"vacant",2017,0,0,1,106,75,35,10,"0",NA,"0",6,"liom",0,0,"",NA,"","0","",11.4104357394904,11.3379287006384,"vacant","liom",NA,"vac","occ"
"5584","4","57",0,2016,62,76,60,19,8,8,0,37,"liom",2017,0,0,1,72,84,65,11,"10",NA,"1",48,"liom",0,0,"",NA,"","0","",11.2259730314587,11.5580876058485,"liom","liom",NA,"occ","occ"
"5585","4","58",0,2016,75,87,83,12,0,0,0,8,"liom",2017,0,0,1,80,94,86,13,"6",NA,"0",10,"liom",1,0,"",NA,"","0","retagged based on last years data",11.8626138625783,12.0414692113958,"liom","liom",NA,"occ","occ"
"5586","4","61",0,2016,63,66,45,0,0,0,0,0,"vacant",2017,0,0,1,60,66,52,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",10.8357240039577,10.9092426860949,"vacant","vacant",NA,"vac","vac"
"5587","4","62",0,2016,98,124,88,19,25,42,17,13,"liom",2017,0,0,1,101,128,84,19,"24",NA,"1",36,"liom",0,0,"",NA,"","0","",12.5716689029561,12.6018219411268,"liom","liom",NA,"occ","occ"
"5588","4","63",0,2016,43,31,28,7,0,0,0,0,"vacant",2017,0,0,1,37,35,30,3,"0",NA,"0",3,"liom",0,0,"",NA,"","0","",9.18980387844651,9.23322132737701,"vacant","liom",NA,"vac","occ"
"5589","4","64",0,2016,64,65,52,0,0,0,0,0,"vacant",2017,0,0,1,67,63,45,4,"0",NA,"0",13,"liom",0,0,"",NA,"","0","",10.9567598278967,10.8424839485809,"vacant","liom",NA,"vac","occ"
"5590","4","65",0,2016,32,22,12,0,0,0,0,0,"vacant",2017,0,0,1,38,35,29,2,"0",NA,"0",1,"liom",0,0,"",NA,"","0","",7.79198582697356,9.22888120138724,"vacant","liom",NA,"vac","occ"
"5591","4","66",0,2016,26,19,13,0,0,0,0,0,"vacant",2017,0,0,1,27,16,6,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",7.46309721856244,6.75145064766247,"vacant","vacant",NA,"vac","vac"
"5592","4","67",0,2016,60,28,22,0,0,0,0,0,"vacant",2017,0,0,1,35,4,4,0,"0",NA,"0",0,"",0,0,"",NA,"","0","dying",9.1919194480199,4.9877600197906,"vacant","vacant",NA,"vac","vac"
"5593","4","68",0,2016,87,46,45,4,0,0,0,0,"vacant",2017,0,0,1,87,50,49,5,"0",NA,"0",3,"liom",0,0,"",NA,"","0","",10.7611560066298,10.9296766938653,"vacant","liom",NA,"vac","occ"
"5594","4","70",0,2016,12,12,8,3,0,0,0,0,"vacant",2017,0,0,1,11,8,7,3,"0",NA,"0",0,"",0,0,"",NA,"","0","",5.74990007183749,5.0875245499443,"vacant","vacant",NA,"vac","vac"
"5595","4","72",0,2016,42,34,28,0,0,0,0,0,"vacant",2017,0,0,1,43,32,25,3,"0",NA,"0",11,"liom",0,0,"10",NA,"","0","10 CV juv",9.26546726331506,9.12083152630417,"vacant","liom",NA,"vac","occ"
"5596","4","73",0,2016,61,73,55,7,0,0,0,6,"liom",2017,0,0,1,62,74,46,9,"0",NA,"0",8,"liom",0,0,"",NA,"","0","",11.0884632669541,10.9756467455507,"liom","liom",NA,"occ","occ"
"5597","4","74",0,2016,72,90,84,10,2,2,0,5,"liom",2017,0,0,1,73,85,86,8,"1",NA,"0",16,"liom",0,0,"",NA,"","0","",11.8683055923866,11.8473154290952,"liom","liom",NA,"occ","occ"
"5598","4","75",0,2016,81,83,54,5,8,8,0,20,"liom",2017,0,0,1,88,85,51,5,"11",NA,"0",46,"liom",0,0,"",NA,"","0","",11.5079398812702,11.5761754608918,"liom","liom",NA,"occ","occ"
"5599","4","76",0,2016,88,76,73,6,8,11,3,19,"liom",2017,0,0,1,93,74,69,7,"5",NA,"0",38,"liom",0,0,"",NA,"","0","",11.7587583013106,11.7318176286146,"liom","liom",NA,"occ","occ"
"5600","4","77",0,2016,44,24,21,2,0,0,0,7,"liom",2017,0,0,1,51,23,22,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",8.67104348840041,8.81867948720647,"liom","vacant",NA,"occ","vac"
"5601","4","78",0,2016,43,33,23,0,0,0,0,0,"vacant",2017,0,0,1,52,24,19,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",9.08543237210537,8.74717282491006,"vacant","vacant",NA,"vac","vac"
"5602","4","79",0,2016,53,42,28,9,0,0,0,1,"liom",2017,0,0,1,54,43,29,4,"0",NA,"0",12,"liom",0,0,"",NA,"","0","",9.74081127259235,9.81584515953789,"liom","liom",NA,"occ","occ"
"5603","4","80",0,2016,79,67,58,2,0,0,0,0,"vacant",2017,0,0,1,82,63,49,0,"1",NA,"2",5,"liom",0,1,"",NA,"","1","",11.2996042020131,11.117245864796,"vacant","liom",NA,"vac","occ"
"5604","4","81",0,2016,9,10,6,4,0,0,0,0,"vacant",2017,0,0,1,15,10,4,3,"0",NA,"0",2,"crem",0,0,"",NA,"","0","",5.01593089675729,5.25969373527424,"vacant","crem",NA,"vac","occ"
"5605","4","82",0,2016,104,65,60,3,1,1,0,6,"liom",2017,0,0,1,100,67,44,1,"0",NA,"0",7,"liom",1,3,"",NA,"","0","",11.5745472486875,11.2977594635543,"liom","liom",NA,"occ","occ"
"5606","4","83",0,2016,24,6,5,0,0,0,0,0,"vacant",2017,0,0,0,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","",5.2473732508862,NA,"vacant",NA,NA,"vac",NA
"5607","4","84",0,2016,28,20,19,6,0,0,0,6,"liom",2017,0,0,1,30,30,24,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",7.93285667737601,8.65269434973221,"liom","vacant",NA,"occ","vac"
"5608","4","86",0,2016,54,29,16,8,0,0,0,12,"liom",2017,0,0,1,56,34,23,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",8.87583790104642,9.38498310134576,"liom","vacant",NA,"occ","vac"
"5609","4","87",0,2016,8,5,2,1,0,0,0,0,"vacant",2017,0,0,1,10,7,4,3,"0",NA,"0",0,"",0,0,"",NA,"","0","",3.24479071473197,4.3719045135323,"vacant","vacant",NA,"vac","vac"
"5610","4","88",0,2016,4,4,2,1,0,0,0,0,"vacant",2017,0,0,1,6,4,2,2,"0",NA,"0",0,"",0,0,"",NA,"","0","",2.24334217451751,2.64880728262567,"vacant","vacant",NA,"vac","vac"
"5611","4","89",0,2016,25,17,10,0,0,0,0,0,"vacant",2017,0,0,1,28,18,8,0,"0",NA,"0",0,"",0,0,"",NA,"","0","1 unk. new growth",7.08407843181837,7.12192646115968,"vacant","vacant",NA,"vac","vac"
"5612","4","90",0,2016,46,34,16,7,0,0,0,0,"vacant",2017,0,0,1,55,41,32,7,"0",NA,"0",26,"liom",0,0,"",NA,"","0","",8.9262162822869,9.86178094247076,"vacant","liom",NA,"vac","occ"
"5613","4","91",0,2016,36,38,21,9,0,0,0,0,"vacant",2017,0,0,1,41,46,25,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",9.01212270120906,9.51246069572845,"vacant","vacant",NA,"vac","vac"
"5614","4","92",0,2016,34,24,18,5,0,0,0,7,"liom",2017,0,0,1,37,24,14,4,"0",NA,"0",5,"liom",0,0,"",NA,"","0","",8.27522863612441,8.1596191070385,"liom","liom",NA,"occ","occ"
"5615","4","93",0,2016,42,26,21,5,0,0,0,0,"vacant",2017,0,0,1,4,6,4,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",8.711493696645,3.26499342204949,"vacant","vacant",NA,"vac","vac"
"5616","4","94",0,2016,14,5,6,0,0,0,0,0,"vacant",2017,0,0,1,6,6,7,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",4.70837675015351,4.19518705909264,"vacant","vacant",NA,"vac","vac"
"5617","4","95",0,2016,25,14,13,5,0,0,0,2,"liom",2017,0,0,0,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","",7.08407843181837,NA,"liom",NA,NA,"occ",NA
"5618","4","96",0,2016,28,14,13,2,0,0,0,5,"liom",2017,0,0,1,30,12,9,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",7.19740711712537,6.76377113205051,"liom","vacant",NA,"occ","vac"
"5619","4","97",0,2016,48,34,24,10,0,0,0,5,"liom",2017,0,0,1,55,40,30,9,"0",NA,"0",9,"liom",0,0,"",NA,"","0","",9.26561590694224,9.7778525442727,"liom","liom",NA,"occ","occ"
"5620","4","98",0,2016,51,31,22,11,0,0,0,8,"liom",2017,0,0,1,64,35,22,7,"0",NA,"0",16,"liom",0,0,"",NA,"","0","",9.14593833477008,9.51851449397028,"liom","liom",NA,"occ","occ"
"5621","4","99",0,2016,33,25,19,5,0,0,0,5,"liom",2017,0,0,1,43,27,21,5,"0",NA,"0",9,"liom",0,0,"",NA,"","0","",8.33841570424451,8.77713101245085,"liom","liom",NA,"occ","occ"
"5622","4","102",0,2016,7,10,5,2,0,0,0,3,"liom",2017,0,0,1,4,6,4,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",4.63553942620124,3.26499342204949,"liom","vacant",NA,"occ","vac"
"5623","4","103",0,2016,7,10,8,3,0,0,0,5,"liom",2017,0,0,1,6,6,7,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",5.00018253978915,4.19518705909264,"liom","vacant",NA,"occ","vac"
"5624","4","104",0,2016,38,24,20,4,0,0,0,2,"liom",2017,0,0,1,39,21,14,2,"0",NA,"0",0,"",0,0,"",NA,"","0","",8.47949430250442,8.04778664404998,"liom","vacant",NA,"occ","vac"
"5625","4","105",0,2016,42,32,32,12,0,0,0,8,"liom",2017,0,0,1,62,55,32,12,"0",NA,"0",16,"liom",0,0,"",NA,"","0","",9.32896465994422,10.3324794972958,"liom","liom",NA,"occ","occ"
"5626","4","106",0,2016,52,33,29,4,0,0,0,0,"vacant",2017,0,0,1,60,28,19,5,"0",NA,"0",0,"",0,0,"",NA,"","0","",9.47904136361312,9.06816864058373,"vacant","vacant",NA,"vac","vac"
"5627","4","107",0,2016,35,21,21,5,0,0,0,2,"liom",2017,0,0,1,34,18,12,1,"0",NA,"0",0,"",0,0,"",NA,"","0","",8.30421617299766,7.60228416288198,"liom","vacant",NA,"occ","vac"
"5628","4","109",0,2016,48,25,22,4,0,0,0,4,"liom",2017,0,0,1,54,28,19,3,"0",NA,"0",1,"liom",0,0,"",NA,"","0","",8.84502508926952,8.9628081249259,"liom","liom",NA,"occ","occ"
"5629","4","110",0,2016,10,4,2,0,0,0,0,0,"vacant",2017,0,0,1,3,2,1,1,"0",NA,"0",0,"",0,0,"",NA,"","0","",3.15963290639166,0.569365740945838,"vacant","vacant",NA,"vac","vac"
"5630","4","111",0,2016,8,7,3,0,0,0,0,0,"vacant",2017,0,0,0,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","missing, presumed dead",3.95814060260944,NA,"vacant",NA,NA,"vac",NA
"5631","4","112",0,2016,52,26,13,3,0,0,0,1,"liom",2017,0,0,1,61,33,8,4,"0",NA,"0",8,"liom",0,0,"",NA,"","0","",8.55189588578223,8.81154687252344,"liom","liom",NA,"occ","occ"
"5632","4","113",0,2016,48,25,22,4,0,0,0,4,"liom",2017,0,0,1,31,19,12,4,"0",NA,"0",4,"liom",0,0,"",NA,"","0","",8.84502508926952,7.57549048839695,"liom","liom",NA,"occ","occ"
"5633","4","117",0,2016,29,22,15,3,0,0,0,0,"vacant",2017,0,0,1,30,19,8,2,"0",NA,"0",1,"for",0,0,"",NA,"","0","",7.86266053021643,7.26639998861232,"vacant","other",NA,"vac","occ"
"5634","4","118",0,2016,13,4,4,2,0,0,0,0,"vacant",2017,0,0,1,19,4,3,0,"0",NA,"0",1,"crem",0,0,"",NA,"","0","directly adjacent to 4-25",3.99736131576272,4.10978815221858,"vacant","crem",NA,"vac","occ"
"5635","4","119",0,2016,17,14,7,2,0,0,0,0,"vacant",2017,0,0,1,19,12,4,1,"0",NA,"0",3,"liom",0,0,"",NA,"","0","",6.19578709444457,5.76314529858751,"vacant","liom",NA,"vac","occ"
"5636","4","124",0,2016,24,10,8,2,0,0,0,0,"vacant",2017,0,0,1,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","",6.23232622108178,NA,"vacant",NA,NA,"vac",NA
"5637","4","127",0,2016,6,3,1,2,0,0,0,0,"vacant",2017,0,0,1,9,4,1.5,1,"0",NA,"0",0,"",0,0,"",NA,"","0","nearest 4-29 (dead)",1.83787706640935,2.88024963675458,"vacant","vacant",NA,"vac","vac"
"5638","4","128",0,2016,3,5,1,2,0,0,0,0,"vacant",2017,0,0,0,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","",1.95566010206573,NA,"vacant",NA,NA,"vac",NA
"5639","4","129",0,2016,12,5,4,0,0,0,0,0,"vacant",2017,0,0,0,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","",4.15288467940195,NA,"vacant",NA,NA,"vac",NA
"5640","4","130",0,2016,9,6,2,0,0,0,0,0,"vacant",2017,0,0,1,11,7,3,1,"0",NA,"0",0,"",0,0,"",NA,"","0","a few steps south of 4-129",3.6296365356374,4.27659433372797,"vacant","vacant",NA,"vac","vac"
"5641","4","132",0,2016,3,1,1,1,0,0,0,0,"vacant",2017,0,0,1,3,0.5,0.5,0,"0",NA,"0",0,"",0,0,"",NA,"","0","2 m south of 4-64",-0.24156447527049,-1.62785883639038,"vacant","vacant",NA,"vac","vac"
"5642","4","134",0,2016,6,3,3,3,0,0,0,0,"vacant",2017,0,0,0,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","",2.64880728262567,NA,"vacant",NA,NA,"vac",NA
"5643","4","135",0,2016,5,4,2,1,0,0,0,0,"vacant",2017,0,0,1,11,8,3,2,"0",NA,"0",0,"",0,0,"",NA,"","0","2 m east of 4-53",2.46648572583172,4.46721469333662,"vacant","vacant",NA,"vac","vac"
"5644","4","136",0,2016,5,5,2,1,0,0,0,0,"vacant",2017,0,0,1,6,3,1,0,"0",NA,"0",0,"",0,0,"",NA,"","0","2 m east of 4-53",2.77478708548624,1.83787706640935,"vacant","vacant",NA,"vac","vac"
"5645","4","137",0,2016,4,4,2,3,0,0,0,0,"vacant",2017,0,0,1,8,3,1,2,"0",NA,"0",0,"",0,0,"",NA,"","0","1 m east of 4-41",2.24334217451751,2.12555913886113,"vacant","vacant",NA,"vac","vac"
"5646","4","138",0,2016,10,4,4,2,0,0,0,0,"vacant",2017,0,0,1,2,2,2,3,"0",NA,"0",0,"",0,0,"",NA,"","0","1 m east of 4-39",3.73499705129523,0.739264777741236,"vacant","vacant",NA,"vac","vac"
"5647","4","139",0,2016,8,2,2,1,0,0,0,0,"vacant",2017,0,0,1,11,1.5,1,1,"0",NA,"0",0,"",0,0,"",NA,"","0","1 m east of 4-39",2.12555913886113,1.50400561148819,"vacant","vacant",NA,"vac","vac"
"5648","4","140",0,2016,NA,NA,NA,NA,NA,NA,NA,NA,"",2017,0,1,NA,4,9,4,1,"0",NA,"0",0,"",0,0,"",NA,"","0","asexual recruit",NA,3.78972195098447,NA,"vacant",NA,NA,"vac"
"5649","4","141",0,2016,NA,NA,NA,NA,NA,NA,NA,NA,"",2017,0,1,NA,11,2,2,1,"0",NA,"0",0,"",0,0,"",NA,"","0","",NA,2.44401286997966,NA,"vacant",NA,NA,"vac"
"5650","4","142A",0,2016,NA,NA,NA,NA,NA,NA,NA,NA,"",2017,0,1,NA,4.5,1,1,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",NA,0.163900632837674,NA,"vacant",NA,NA,"vac"
"5651","4","142B",0,2016,NA,NA,NA,NA,NA,NA,NA,NA,"",2017,0,1,NA,5.5,3,2,1,"0",NA,"0",0,"",0,0,"",NA,"","0","",NA,2.19715279204814,NA,"vacant",NA,NA,"vac"
"5652","4","142C",0,2016,NA,NA,NA,NA,NA,NA,NA,NA,"",2017,0,1,NA,3,0.5,0.5,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",NA,-1.62785883639038,NA,"vacant",NA,NA,"vac"
"5653","4","142D",0,2016,NA,NA,NA,NA,NA,NA,NA,NA,"",2017,0,1,NA,4,3,2.5,1,"0",NA,"0",0,"",0,0,"",NA,"","0","",NA,2.06931942053825,NA,"vacant",NA,NA,"vac"
"5654","4","142E",0,2016,NA,NA,NA,NA,NA,NA,NA,NA,"",2017,0,1,NA,5.5,1,1,1,"0",NA,"0",0,"",0,0,"",NA,"","0","",NA,0.364571328299825,NA,"vacant",NA,NA,"vac"
"5655","4","142F",0,2016,NA,NA,NA,NA,NA,NA,NA,NA,"",2017,0,1,NA,3.5,0.5,0.5,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",NA,-1.47370815656312,NA,"vacant",NA,NA,"vac"
"5656","4","142G",0,2016,NA,NA,NA,NA,NA,NA,NA,NA,"",2017,0,1,NA,2,0.5,0.5,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",NA,-2.03332394449855,NA,"vacant",NA,NA,"vac"
"5657","4","108A",0,2016,21,13,12,4,0,0,0,0,"vacant",2017,0,0,1,25,21,12,0,"0",NA,"0",4,"liom",0,0,"",NA,"","0","",6.75580296240133,7.48541982274267,"vacant","liom",NA,"vac","occ"
"5658","4","108B",0,2016,12,5,3,3,0,0,0,0,"vacant",2017,0,0,1,13,8,7,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",3.91731860808918,5.25457863460747,"vacant","vacant",NA,"vac","vac"
"5659","4","116A",0,2016,6,2,1,1,0,0,0,0,"vacant",2017,0,0,1,10,4,1,1,"0",NA,"0",1,"for",0,0,"",NA,"","0","",1.26251292150578,2.79498979280376,"vacant","other",NA,"vac","occ"
"5660","4","116B",0,2016,3,1,1,0,0,0,0,0,"vacant",2017,0,0,1,6,1,1,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",-0.24156447527049,0.451582705289455,"vacant","vacant",NA,"vac","vac"
"5661","4","116C",0,2016,2,0.5,0.5,0,0,0,0,0,"vacant",2017,0,0,1,2.5,0.5,0.5,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",-2.03332394449855,-1.81018039318434,"vacant","vacant",NA,"vac","vac"
"5662","4","120B",0,2016,2,1,1,0,0,0,0,0,"vacant",2017,0,0,0,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","",-0.647029583378655,NA,"vacant",NA,NA,"vac",NA
"5663","4","120C",0,2016,2,1,1,0,0,0,0,0,"vacant",2017,0,0,1,2,1,1,0,"0",NA,"0",0,"",0,0,"",NA,"","0","some tags came off and/or were ambiguous. retagged based on last years data",-0.647029583378655,-0.647029583378655,"vacant","vacant",NA,"vac","vac"
"5664","4","120D",0,2016,3,1,1,0,0,0,0,0,"vacant",2017,0,0,0,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","",-0.24156447527049,NA,"vacant",NA,NA,"vac",NA
"5665","4","120E",0,2016,1,1,1,0,0,0,0,0,"vacant",2017,0,0,1,1,1,1,1,"0",NA,"0",0,"",0,0,"",NA,"","0","some tags came off and/or were ambiguous. retagged based on last years data",-1.3401767639386,-1.3401767639386,"vacant","vacant",NA,"vac","vac"
"5666","4","120F",0,2016,3,1,1,0,0,0,0,0,"vacant",2017,0,0,1,3,1,1,1,"0",NA,"0",0,"",0,0,"",NA,"","0","some tags came off and/or were ambiguous. retagged based on last years data",-0.24156447527049,-0.24156447527049,"vacant","vacant",NA,"vac","vac"
"5667","4","120G",0,2016,3,1,1,0,0,0,0,0,"vacant",2017,0,0,0,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","",-0.24156447527049,NA,"vacant",NA,NA,"vac",NA
"5668","4","120H",0,2016,3,1,1,0,0,0,0,0,"vacant",2017,0,0,1,3,1,1,1,"0",NA,"0",0,"",0,0,"",NA,"","0","some tags came off and/or were ambiguous. retagged based on last years data",-0.24156447527049,-0.24156447527049,"vacant","vacant",NA,"vac","vac"
"5669","4","120I",0,2016,3,1,1,0,0,0,0,0,"vacant",2017,0,0,0,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","",-0.24156447527049,NA,"vacant",NA,NA,"vac",NA
"5670","4","121A",0,2016,7,5,1.5,2,0,0,0,0,"vacant",2017,0,0,1,3,2,0.5,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",2.96304337780001,0.204722627357929,"vacant","vacant",NA,"vac","vac"
"5671","4","121B",0,2016,5,3,1.5,0,0,0,0,0,"vacant",2017,0,0,1,3,2,0.5,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",1.89112158092816,0.204722627357929,"vacant","vacant",NA,"vac","vac"
"5672","4","122A",0,2016,3,1,1,0,0,0,0,0,"vacant",2017,0,0,1,22,9,5,3,"0",NA,"0",0,"",0,0,"",NA,"","0","",-0.24156447527049,5.64268598753034,"vacant","vacant",NA,"vac","vac"
"5673","4","122B",0,2016,5,2.5,1.5,2,0,0,0,0,"vacant",2017,0,0,1,4,4,1,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",1.65555550961539,1.8786990609296,"vacant","vacant",NA,"vac","vac"
"5674","4","123A",0,2016,28,16,16,3,0,0,0,5,"liom",2017,0,0,1,41,18,15,7,"0",NA,"0",6,"liom",0,0,"",NA,"","0","",7.53720519071617,7.98011606457878,"liom","liom",NA,"occ","occ"
"5675","4","126A",0,2016,6,4,1,3,0,0,0,0,"vacant",2017,0,0,1,9,5,1,2,"0",NA,"0",0,"",0,0,"",NA,"","0","nearest 4-30 (dead)",2.28416416903777,3.05427239073384,"vacant","vacant",NA,"vac","vac"
"5676","4","126B",0,2016,6,1,1,1,0,0,0,0,"vacant",2017,0,0,1,6,3,1,1,"0",NA,"0",0,"",0,0,"",NA,"","0","nearest 4-30 (dead)",0.451582705289455,1.83787706640935,"vacant","vacant",NA,"vac","vac"
"5677","4","131A",0,2016,9,2,2,1,0,0,0,0,"vacant",2017,0,0,1,12,3,2.5,2,"0",NA,"0",0,"",0,0,"",NA,"","0","3 m west of 4-59 (dead)",2.24334217451751,3.16793170920636,"vacant","vacant",NA,"vac","vac"
"5678","4","131B",0,2016,5,2,2,1,0,0,0,0,"vacant",2017,0,0,1,6.5,1.5,1.5,1,"0",NA,"0",0,"",0,0,"",NA,"","0","3 m west of 4-59 (dead)",1.65555550961539,1.34255562917932,"vacant","vacant",NA,"vac","vac"
"5679","4","131C",0,2016,5,2,2,1,0,0,0,0,"vacant",2017,0,0,1,7.5,3,2,0,"0",NA,"0",0,"",0,0,"",NA,"","0","3 m west of 4-59 (dead)",1.65555550961539,2.50730772035197,"vacant","vacant",NA,"vac","vac"
"5680","4","131D",0,2016,4,2,2,0,0,0,0,0,"vacant",2017,0,0,1,5,1,1,0,"0",NA,"0",0,"",0,0,"",NA,"","0","3 m west of 4-59 (dead)",1.43241195830118,0.2692611484955,"vacant","vacant",NA,"vac","vac"
